provider_id,provider_name,provider_city,provider_state,provider_zip_code,ms_drg_definition,total_discharges,average_covered_charges,average_total_payments,average_medicare_payments
330025,Watertown General Hospital 25,Watertown,NY,13601,683 - Renal Failure w CC,30,53404.46,13057.89,10763.68
330097,Riverhead General Hospital 97,Riverhead,NY,11901,"280 - Acute Myocardial Infarction, Discharged Alive w MCC",77,39126.81,8545.53,7581.52
330117,Smithtown General Hospital 117,Smithtown,NY,11787,553 - Medical Back Problems w CC,83,27774.47,6490.29,5831.6
330123,Brooklyn General Hospital 123,Brooklyn,NY,11201,639 - Diabetes w/o CC/MCC,81,22245.59,5844.51,5441.27
330271,Bayside General Hospital 271,Bayside,NY,11361,249 - Perc Cardiovasc Proc w Non-Drug-Eluting Stent w MCC,79,35346.53,7343.91,6463.99
330205,Staten Island General Hospital 205,Staten Island,NY,10314,"406 - Pancreas, Liver & Shunt Procedures w CC",66,35806.74,11433.83,9896.44
330137,Riverhead General Hospital 137,Riverhead,NY,11901,293 - Heart Failure & Shock w/o CC/MCC,61,32343.88,5725.49,4283.65
330079,Bay Shore General Hospital 79,Bay Shore,NY,11706,"280 - Acute Myocardial Infarction, Discharged Alive w MCC",55,36352.57,12142.83,10826.39
330029,Jamaica General Hospital 29,Jamaica,NY,11432,872 - Septicemia or Severe Sepsis w/o MCC,22,110197.63,27018.83,23744.75
330268,Melville General Hospital 268,Melville,NY,11747,331 - Major Small & Large Bowel Procedures w/o CC/MCC,28,78382.23,22551.53,18057.64
330030,Flushing General Hospital 30,Flushing,NY,11354,872 - Septicemia or Severe Sepsis w/o MCC,61,110827.0,29607.77,23376.52
330172,Yonkers General Hospital 172,Yonkers,NY,10701,439 - Disorders of Pancreas Except Malignancy w MCC,79,101844.49,25090.72,20306.47
330108,Melville General Hospital 108,Melville,NY,11747,249 - Perc Cardiovasc Proc w Non-Drug-Eluting Stent w MCC,63,42252.21,13232.67,10302.39
330168,Rochester General Hospital 168,Rochester,NY,14607,872 - Septicemia or Severe Sepsis w/o MCC,59,121772.28,46825.55,41258.33
330259,Hicksville General Hospital 259,Hicksville,NY,11801,379 - Gastrointestinal Hemorrhage w/o CC/MCC,92,58093.91,15536.67,12384.58
330236,Patchogue General Hospital 236,Patchogue,NY,11772,195 - Simple Pneumonia & Pleurisy w CC,90,34716.25,11515.8,9295.51
330166,Albany General Hospital 166,Albany,NY,12208,"405 - Pancreas, Liver & Shunt Procedures w MCC",26,76898.39,15521.09,14224.04
330036,Patchogue General Hospital 36,Patchogue,NY,11772,"281 - Acute Myocardial Infarction, Discharged Alive w CC",67,48541.08,14658.87,12228.37
330108,Melville General Hospital 108,Melville,NY,11747,684 - Renal Failure w/o CC/MCC,67,73211.27,15328.19,11478.61
330141,Mount Kisco General Hospital 141,Mount Kisco,NY,10549,390 - G.I. Obstruction w CC,35,91569.65,22410.39,20059.67
330161,New York General Hospital 161,New York,NY,10001,683 - Renal Failure w CC,73,41103.2,8438.16,7344.94
330103,Schenectady General Hospital 103,Schenectady,NY,12305,"406 - Pancreas, Liver & Shunt Procedures w CC",91,36340.72,6170.85,5864.09
330027,Auburn General Hospital 27,Auburn,NY,13021,291 - Heart Failure & Shock w MCC,54,84410.86,21995.28,17556.29
330080,Plainview General Hospital 80,Plainview,NY,11803,439 - Disorders of Pancreas Except Malignancy w MCC,74,149976.26,37616.6,30016.15
330175,Middletown General Hospital 175,Middletown,NY,10940,292 - Heart Failure & Shock w CC,40,71116.69,25820.11,21713.72
330148,Melville General Hospital 148,Melville,NY,11747,178 - Respiratory Infections & Inflammations w CC,69,86428.27,11745.88,10618.84
330256,Newburgh General Hospital 256,Newburgh,NY,12550,291 - Heart Failure & Shock w MCC,51,108466.93,38594.59,30703.47
330094,Poughkeepsie General Hospital 94,Poughkeepsie,NY,12601,177 - Respiratory Infections & Inflammations w MCC,31,71313.95,17188.7,14958.77
330091,White Plains General Hospital 91,White Plains,NY,10601,640 - Nutritional & Misc Metabolic Disorders w MCC,64,98948.67,28195.3,23429.64
330121,New York General Hospital 121,New York,NY,10001,331 - Major Small & Large Bowel Procedures w/o CC/MCC,71,74486.37,23390.37,18562.77
330259,Hicksville General Hospital 259,Hicksville,NY,11801,690 - Kidney & Urinary Tract Infections w/o MCC,57,51334.09,19802.9,15699.46
330064,Utica General Hospital 64,Utica,NY,13501,293 - Heart Failure & Shock w/o CC/MCC,75,35165.91,8944.02,7685.33
330078,Huntington General Hospital 78,Huntington,NY,11743,"393 - Esophagitis, Gastroenteritis & Misc Digest Disorders w CC",72,99315.17,23738.2,18874.66
330130,Ithaca General Hospital 130,Ithaca,NY,14850,248 - Perc Cardiovasc Proc w Drug-Eluting Stent w/o MCC,89,121276.09,23821.3,19335.64
330024,Utica General Hospital 24,Utica,NY,13501,602 - Cellulitis w MCC,56,52512.03,17964.13,15527.1
330282,Bronx General Hospital 282,Bronx,NY,10451,682 - Renal Failure w MCC,57,96311.56,26285.97,23821.04
330161,New York General Hospital 161,New York,NY,10001,689 - Kidney & Urinary Tract Infections w MCC,73,92485.53,41591.48,34968.45
330204,Queens General Hospital 204,Queens,NY,11355,"394 - Esophagitis, Gastroenteritis & Misc Digest Disorders w/o CC/MCC",40,27073.89,5723.37,4638.55
330258,Garden City General Hospital 258,Garden City,NY,11530,439 - Disorders of Pancreas Except Malignancy w MCC,84,136889.86,44587.33,38988.07
330195,Mineola General Hospital 195,Mineola,NY,11501,554 - Medical Back Problems w/o CC/MCC,55,70020.58,20619.61,16926.76
330044,Queens General Hospital 44,Queens,NY,11355,"280 - Acute Myocardial Infarction, Discharged Alive w MCC",58,36606.35,6445.99,5891.08
330020,New Hyde Park General Hospital 20,New Hyde Park,NY,11040,553 - Medical Back Problems w CC,67,32530.59,12839.34,11158.23
330225,Watertown General Hospital 225,Watertown,NY,13601,554 - Medical Back Problems w/o CC/MCC,30,60010.16,13262.98,11001.89
330142,Troy General Hospital 142,Troy,NY,12180,470 - Major Joint Replacement w/o MCC,33,58695.82,11299.86,9663.28
330128,Rochester General Hospital 128,Rochester,NY,14607,682 - Renal Failure w MCC,62,106648.18,33553.15,28055.67
330276,Patchogue General Hospital 276,Patchogue,NY,11772,"393 - Esophagitis, Gastroenteritis & Misc Digest Disorders w CC",52,54812.36,22961.34,17949.61
330286,Albany General Hospital 286,Albany,NY,12208,639 - Diabetes w/o CC/MCC,37,20279.2,6357.73,5738.4
330239,Bay Shore General Hospital 239,Bay Shore,NY,11706,391 - G.I. Obstruction w/o CC/MCC,67,45028.55,13772.5,12060.66
330066,Elmira General Hospital 66,Elmira,NY,14901,"282 - Acute Myocardial Infarction, Discharged Alive w/o CC/MCC",15,77284.06,11961.01,9719.51
330007,Buffalo General Hospital 7,Buffalo,NY,14215,469 - Major Joint Replacement w MCC,57,114966.64,38938.55,33257.09
330013,New Rochelle General Hospital 13,New Rochelle,NY,10801,248 - Perc Cardiovasc Proc w Drug-Eluting Stent w/o MCC,54,120224.89,28397.43,22264.65
330119,Bay Shore General Hospital 119,Bay Shore,NY,11706,249 - Perc Cardiovasc Proc w Non-Drug-Eluting Stent w MCC,59,41764.64,7750.41,6010.83
330245,Staten Island General Hospital 245,Staten Island,NY,10314,"281 - Acute Myocardial Infarction, Discharged Alive w CC",63,39891.27,11445.02,9961.47
330180,New Hyde Park General Hospital 180,New Hyde Park,NY,11040,553 - Medical Back Problems w CC,48,31986.13,7851.97,7031.01
330185,Watertown General Hospital 185,Watertown,NY,13601,390 - G.I. Obstruction w CC,60,112991.78,38155.29,30350.69
330240,Plainview General Hospital 240,Plainview,NY,11803,"392 - Esophagitis, Gastroenteritis & Misc Digest Disorders w MCC",79,52389.88,14277.41,11346.83
330161,New York General Hospital 161,New York,NY,10001,292 - Heart Failure & Shock w CC,31,73018.72,13326.14,10503.14
330174,Poughkeepsie General Hospital 174,Poughkeepsie,NY,12601,638 - Diabetes w CC,74,62450.39,14757.23,13673.03
330158,Huntington General Hospital 158,Huntington,NY,11743,292 - Heart Failure & Shock w CC,53,71500.83,24052.89,20813.03
330058,Garden City General Hospital 58,Garden City,NY,11530,195 - Simple Pneumonia & Pleurisy w CC,44,28574.56,8619.05,7383.92
330164,Queens General Hospital 164,Queens,NY,11355,329 - Major Small & Large Bowel Procedures w MCC,104,52486.71,12701.19,9768.31
330050,Ithaca General Hospital 50,Ithaca,NY,14850,552 - Medical Back Problems w MCC,56,57732.46,19363.74,16292.84
330167,Buffalo General Hospital 167,Buffalo,NY,14215,"393 - Esophagitis, Gastroenteritis & Misc Digest Disorders w CC",39,78885.27,24980.91,19702.19
330075,Mineola General Hospital 75,Mineola,NY,11501,553 - Medical Back Problems w CC,23,29559.03,8842.63,7565.11
330278,Huntington General Hospital 278,Huntington,NY,11743,554 - Medical Back Problems w/o CC/MCC,48,87077.98,27800.17,23650.49
330260,New Hyde Park General Hospital 260,New Hyde Park,NY,11040,377 - Gastrointestinal Hemorrhage w MCC,85,43229.46,15694.19,14305.78
330092,Yonkers General Hospital 92,Yonkers,NY,10701,602 - Cellulitis w MCC,42,57153.33,10648.58,9125.39
330258,Garden City General Hospital 258,Garden City,NY,11530,689 - Kidney & Urinary Tract Infections w MCC,70,75648.26,24238.12,20688.85
330231,Bayside General Hospital 231,Bayside,NY,11361,682 - Renal Failure w MCC,57,84791.37,21165.94,18949.01
330129,Syracuse General Hospital 129,Syracuse,NY,13210,638 - Diabetes w CC,61,75116.01,8131.39,6458.36
330135,Middletown General Hospital 135,Middletown,NY,10940,196 - Simple Pneumonia & Pleurisy w/o CC/MCC,57,90940.36,25397.34,21722.31
330150,Flushing General Hospital 150,Flushing,NY,11354,293 - Heart Failure & Shock w/o CC/MCC,88,40313.45,12915.61,11039.23
330217,Riverhead General Hospital 217,Riverhead,NY,11901,553 - Medical Back Problems w CC,55,29188.29,4716.51,3648.93
330168,Rochester General Hospital 168,Rochester,NY,14607,391 - G.I. Obstruction w/o CC/MCC,24,35058.06,8729.96,7948.95
330226,Elmira General Hospital 226,Elmira,NY,14901,389 - G.I. Obstruction w MCC,57,66463.83,9774.16,8210.99
330117,Smithtown General Hospital 117,Smithtown,NY,11787,391 - G.I. Obstruction w/o CC/MCC,60,54754.84,10798.76,9650.27
330036,Patchogue General Hospital 36,Patchogue,NY,11772,331 - Major Small & Large Bowel Procedures w/o CC/MCC,55,73511.54,23537.14,19877.28
330263,Schenectady General Hospital 263,Schenectady,NY,12305,639 - Diabetes w/o CC/MCC,30,18224.59,5208.9,4579.99
330031,Bayside General Hospital 31,Bayside,NY,11361,293 - Heart Failure & Shock w/o CC/MCC,45,30640.02,6146.96,5118.33
330071,Bayside General Hospital 71,Bayside,NY,11361,439 - Disorders of Pancreas Except Malignancy w MCC,18,114235.54,42233.41,35999.07
330156,Patchogue General Hospital 156,Patchogue,NY,11772,330 - Major Small & Large Bowel Procedures w CC,43,44167.55,12971.69,11144.32
330251,White Plains General Hospital 251,White Plains,NY,10601,248 - Perc Cardiovasc Proc w Drug-Eluting Stent w/o MCC,66,111305.37,33273.85,26177.23
330091,White Plains General Hospital 91,White Plains,NY,10601,329 - Major Small & Large Bowel Procedures w MCC,57,60820.84,14908.25,12646.47
330289,Syracuse General Hospital 289,Syracuse,NY,13210,"280 - Acute Myocardial Infarction, Discharged Alive w MCC",40,37269.49,12138.47,10571.42
330064,Utica General Hospital 64,Utica,NY,13501,641 - Nutritional & Misc Metabolic Disorders w/o MCC,60,40756.34,9055.9,8318.34
330100,New Hyde Park General Hospital 100,New Hyde Park,NY,11040,641 - Nutritional & Misc Metabolic Disorders w/o MCC,29,50436.07,21636.71,15577.85
330044,Queens General Hospital 44,Queens,NY,11355,552 - Medical Back Problems w MCC,110,54779.5,19151.41,17447.46
330272,Forest Hills General Hospital 272,Forest Hills,NY,11375,"405 - Pancreas, Liver & Shunt Procedures w MCC",57,105459.2,29393.57,25042.1
330119,Bay Shore General Hospital 119,Bay Shore,NY,11706,377 - Gastrointestinal Hemorrhage w MCC,73,36426.09,7634.85,6176.42
330082,Bronx General Hospital 82,Bronx,NY,10451,639 - Diabetes w/o CC/MCC,39,26216.03,6789.14,5747.99
330092,Yonkers General Hospital 92,Yonkers,NY,10701,638 - Diabetes w CC,15,76513.31,11082.31,8878.77
330127,Buffalo General Hospital 127,Buffalo,NY,14215,379 - Gastrointestinal Hemorrhage w/o CC/MCC,65,52309.19,15401.55,13287.97
330195,Mineola General Hospital 195,Mineola,NY,11501,378 - Gastrointestinal Hemorrhage w CC,63,44531.15,13347.22,12123.25
330091,White Plains General Hospital 91,White Plains,NY,10601,"394 - Esophagitis, Gastroenteritis & Misc Digest Disorders w/o CC/MCC",23,22675.22,4550.68,4026.03
330017,Riverhead General Hospital 17,Riverhead,NY,11901,"280 - Acute Myocardial Infarction, Discharged Alive w MCC",93,40895.07,14603.33,12753.48
330147,Auburn General Hospital 147,Auburn,NY,13021,378 - Gastrointestinal Hemorrhage w CC,65,27716.41,6918.78,5238.42
330107,Auburn General Hospital 107,Auburn,NY,13021,"407 - Pancreas, Liver & Shunt Procedures w/o CC/MCC",37,36703.63,11269.9,9550.74
330107,Auburn General Hospital 107,Auburn,NY,13021,250 - Perc Cardiovasc Proc w Non-Drug-Eluting Stent w/o MCC,42,38813.12,7782.56,7181.62
330017,Riverhead General Hospital 17,Riverhead,NY,11901,195 - Simple Pneumonia & Pleurisy w CC,25,25521.99,7010.98,6650.8
330106,Elmira General Hospital 106,Elmira,NY,14901,469 - Major Joint Replacement w MCC,84,131019.89,41689.58,36262.17
330166,Albany General Hospital 166,Albany,NY,12208,196 - Simple Pneumonia & Pleurisy w/o CC/MCC,106,98828.09,31257.19,23321.54
330231,Bayside General Hospital 231,Bayside,NY,11361,329 - Major Small & Large Bowel Procedures w MCC,51,48167.45,10606.33,8379.63
330252,Yonkers General Hospital 252,Yonkers,NY,10701,293 - Heart Failure & Shock w/o CC/MCC,51,32768.28,8564.75,7810.51
330089,Syracuse General Hospital 89,Syracuse,NY,13210,377 - Gastrointestinal Hemorrhage w MCC,83,33250.24,8890.88,7553.88
330114,Great Neck General Hospital 114,Great Neck,NY,11021,603 - Cellulitis w/o MCC,46,35434.18,8185.83,6567.08
330028,Melville General Hospital 28,Melville,NY,11747,249 - Perc Cardiovasc Proc w Non-Drug-Eluting Stent w MCC,34,36450.02,15050.63,12858.52
330112,Forest Hills General Hospital 112,Forest Hills,NY,11375,249 - Perc Cardiovasc Proc w Non-Drug-Eluting Stent w MCC,39,38561.1,11125.32,8611.32
330209,Syracuse General Hospital 209,Syracuse,NY,13210,"394 - Esophagitis, Gastroenteritis & Misc Digest Disorders w/o CC/MCC",72,23430.58,9100.07,8550.34
330075,Mineola General Hospital 75,Mineola,NY,11501,470 - Major Joint Replacement w/o MCC,43,50827.04,14632.49,11562.91
330012,Yonkers General Hospital 12,Yonkers,NY,10701,"407 - Pancreas, Liver & Shunt Procedures w/o CC/MCC",71,24199.0,7181.25,6283.48
330181,Mount Kisco General Hospital 181,Mount Kisco,NY,10549,391 - G.I. Obstruction w/o CC/MCC,7,45311.95,14314.28,12243.16
330254,Poughkeepsie General Hospital 254,Poughkeepsie,NY,12601,872 - Septicemia or Severe Sepsis w/o MCC,65,118019.22,31331.88,26950.09
330040,Plainview General Hospital 40,Plainview,NY,11803,871 - Septicemia or Severe Sepsis w MCC,83,124480.55,41568.1,39891.76
330188,Melville General Hospital 188,Melville,NY,11747,179 - Respiratory Infections & Inflammations w/o CC/MCC,69,20795.42,5408.03,4916.84
330045,Staten Island General Hospital 45,Staten Island,NY,10314,379 - Gastrointestinal Hemorrhage w/o CC/MCC,69,58315.52,6034.94,5258.95
330233,Stony Brook General Hospital 233,Stony Brook,NY,11790,"393 - Esophagitis, Gastroenteritis & Misc Digest Disorders w CC",53,77957.29,19758.33,16588.73
330084,Queens General Hospital 84,Queens,NY,11355,"392 - Esophagitis, Gastroenteritis & Misc Digest Disorders w MCC",47,57117.44,11824.41,9726.25
330029,Jamaica General Hospital 29,Jamaica,NY,11432,"280 - Acute Myocardial Infarction, Discharged Alive w MCC",64,28262.41,6210.64,5487.84
330039,Bay Shore General Hospital 39,Bay Shore,NY,11706,195 - Simple Pneumonia & Pleurisy w CC,76,24241.3,8709.81,8098.99
330165,Staten Island General Hospital 165,Staten Island,NY,10314,"280 - Acute Myocardial Infarction, Discharged Alive w MCC",42,48389.01,5316.03,4735.1
330086,Albany General Hospital 86,Albany,NY,12208,683 - Renal Failure w CC,65,54505.24,15763.63,13786.54
330004,Queens General Hospital 4,Queens,NY,11355,640 - Nutritional & Misc Metabolic Disorders w MCC,54,136732.07,28729.49,25834.02
330129,Syracuse General Hospital 129,Syracuse,NY,13210,331 - Major Small & Large Bowel Procedures w/o CC/MCC,71,85568.08,12401.75,9798.19
330010,Ithaca General Hospital 10,Ithaca,NY,14850,"282 - Acute Myocardial Infarction, Discharged Alive w/o CC/MCC",81,61912.43,11356.39,9297.07
330063,Schenectady General Hospital 63,Schenectady,NY,12305,683 - Renal Failure w CC,59,53587.12,11060.78,8891.64
330091,White Plains General Hospital 91,White Plains,NY,10601,641 - Nutritional & Misc Metabolic Disorders w/o MCC,80,51921.55,17588.29,16082.91
330111,Bayside General Hospital 111,Bayside,NY,11361,177 - Respiratory Infections & Inflammations w MCC,82,89000.54,11340.03,9395.63
330055,Middletown General Hospital 55,Middletown,NY,10940,"280 - Acute Myocardial Infarction, Discharged Alive w MCC",35,41259.76,14730.87,11471.69
330088,Rochester General Hospital 88,Rochester,NY,14607,"392 - Esophagitis, Gastroenteritis & Misc Digest Disorders w MCC",40,63912.59,20073.79,16157.83
330188,Melville General Hospital 188,Melville,NY,11747,"405 - Pancreas, Liver & Shunt Procedures w MCC",92,83047.33,21181.26,17002.37
330103,Schenectady General Hospital 103,Schenectady,NY,12305,"407 - Pancreas, Liver & Shunt Procedures w/o CC/MCC",94,27253.0,8599.03,7479.39
330063,Schenectady General Hospital 63,Schenectady,NY,12305,377 - Gastrointestinal Hemorrhage w MCC,118,33138.67,11628.56,9779.89
330086,Albany General Hospital 86,Albany,NY,12208,439 - Disorders of Pancreas Except Malignancy w MCC,104,111073.13,24848.21,23110.23
330197,Smithtown General Hospital 197,Smithtown,NY,11787,689 - Kidney & Urinary Tract Infections w MCC,69,68266.59,20398.9,16995.34
330112,Forest Hills General Hospital 112,Forest Hills,NY,11375,682 - Renal Failure w MCC,79,75217.7,11943.37,9984.39
330160,Plainview General Hospital 160,Plainview,NY,11803,293 - Heart Failure & Shock w/o CC/MCC,75,37484.0,11722.6,9897.3
330073,Stony Brook General Hospital 73,Stony Brook,NY,11790,194 - Simple Pneumonia & Pleurisy w MCC,60,35831.33,6682.6,5302.14
330043,Brooklyn General Hospital 43,Brooklyn,NY,11201,329 - Major Small & Large Bowel Procedures w MCC,41,58460.12,19106.87,18026.44
330208,Rochester General Hospital 208,Rochester,NY,14607,640 - Nutritional & Misc Metabolic Disorders w MCC,90,120196.06,29487.6,26449.49
330236,Patchogue General Hospital 236,Patchogue,NY,11772,"392 - Esophagitis, Gastroenteritis & Misc Digest Disorders w MCC",88,72773.1,25912.93,23641.47
330054,Poughkeepsie General Hospital 54,Poughkeepsie,NY,12601,554 - Medical Back Problems w/o CC/MCC,50,103072.54,27942.85,24648.22
330141,Mount Kisco General Hospital 141,Mount Kisco,NY,10549,248 - Perc Cardiovasc Proc w Drug-Eluting Stent w/o MCC,96,124935.73,40929.82,37344.01
330236,Patchogue General Hospital 236,Patchogue,NY,11772,871 - Septicemia or Severe Sepsis w MCC,57,143645.63,32383.93,27218.18
330200,Plainview General Hospital 200,Plainview,NY,11803,"280 - Acute Myocardial Infarction, Discharged Alive w MCC",93,34601.28,11177.75,9862.13
330011,White Plains General Hospital 11,White Plains,NY,10601,293 - Heart Failure & Shock w/o CC/MCC,23,36145.81,14040.17,11064.28
330203,Brooklyn General Hospital 203,Brooklyn,NY,11201,329 - Major Small & Large Bowel Procedures w MCC,113,59413.6,12374.0,10678.17
330268,Melville General Hospital 268,Melville,NY,11747,379 - Gastrointestinal Hemorrhage w/o CC/MCC,61,59042.51,11638.85,10293.37
330019,Hicksville General Hospital 19,Hicksville,NY,11801,247 - Perc Cardiovasc Proc w Drug-Eluting Stent w MCC or 4+ Vessels/Stents,46,137731.58,43201.38,36283.7
330223,Schenectady General Hospital 223,Schenectady,NY,12305,554 - Medical Back Problems w/o CC/MCC,75,80100.84,21324.76,16567.82
330170,Ithaca General Hospital 170,Ithaca,NY,14850,689 - Kidney & Urinary Tract Infections w MCC,44,91128.04,25805.15,22189.51
330229,Jamaica General Hospital 229,Jamaica,NY,11432,"406 - Pancreas, Liver & Shunt Procedures w CC",45,43888.55,15630.51,13488.31
330025,Watertown General Hospital 25,Watertown,NY,13601,"407 - Pancreas, Liver & Shunt Procedures w/o CC/MCC",60,27590.59,3718.53,3143.65
330178,Garden City General Hospital 178,Garden City,NY,11530,872 - Septicemia or Severe Sepsis w/o MCC,86,101023.71,25703.54,21969.61
330003,Brooklyn General Hospital 3,Brooklyn,NY,11201,329 - Major Small & Large Bowel Procedures w MCC,18,65656.46,14227.61,12547.75
330084,Queens General Hospital 84,Queens,NY,11355,871 - Septicemia or Severe Sepsis w MCC,50,107775.13,39932.88,34469.8
330114,Great Neck General Hospital 114,Great Neck,NY,11021,178 - Respiratory Infections & Inflammations w CC,61,118801.22,25989.09,22602.66
330256,Newburgh General Hospital 256,Newburgh,NY,12550,"392 - Esophagitis, Gastroenteritis & Misc Digest Disorders w MCC",42,61600.35,13655.13,11352.05
330153,Stony Brook General Hospital 153,Stony Brook,NY,11790,689 - Kidney & Urinary Tract Infections w MCC,60,85560.16,21820.01,16947.05
330045,Staten Island General Hospital 45,Staten Island,NY,10314,250 - Perc Cardiovasc Proc w Non-Drug-Eluting Stent w/o MCC,101,45798.73,7451.88,6033.6
330261,Mount Kisco General Hospital 261,Mount Kisco,NY,10549,684 - Renal Failure w/o CC/MCC,70,82179.34,15196.35,12693.56
330259,Hicksville General Hospital 259,Hicksville,NY,11801,440 - Disorders of Pancreas Except Malignancy w CC,100,155204.22,35066.73,28156.31
330226,Elmira General Hospital 226,Elmira,NY,14901,"393 - Esophagitis, Gastroenteritis & Misc Digest Disorders w CC",45,83868.94,19306.88,15685.33
330112,Forest Hills General Hospital 112,Forest Hills,NY,11375,689 - Kidney & Urinary Tract Infections w MCC,83,89211.3,23836.15,21170.7
330199,Bay Shore General Hospital 199,Bay Shore,NY,11706,554 - Medical Back Problems w/o CC/MCC,39,76824.1,16311.15,13924.52
330020,New Hyde Park General Hospital 20,New Hyde Park,NY,11040,"282 - Acute Myocardial Infarction, Discharged Alive w/o CC/MCC",67,80628.07,24152.04,19380.91
330067,Auburn General Hospital 67,Auburn,NY,13021,"393 - Esophagitis, Gastroenteritis & Misc Digest Disorders w CC",109,65517.19,14306.17,12706.88
330135,Middletown General Hospital 135,Middletown,NY,10940,391 - G.I. Obstruction w/o CC/MCC,100,31342.6,9054.8,7433.19
330217,Riverhead General Hospital 217,Riverhead,NY,11901,470 - Major Joint Replacement w/o MCC,5,50222.37,15340.1,14926.73
330260,New Hyde Park General Hospital 260,New Hyde Park,NY,11040,554 - Medical Back Problems w/o CC/MCC,72,81856.36,36604.93,32803.4
330059,Hicksville General Hospital 59,Hicksville,NY,11801,602 - Cellulitis w MCC,46,45316.33,12405.19,11234.17
330069,Jamaica General Hospital 69,Jamaica,NY,11432,"405 - Pancreas, Liver & Shunt Procedures w MCC",52,76699.32,17738.39,14049.22
330160,Plainview General Hospital 160,Plainview,NY,11803,469 - Major Joint Replacement w MCC,88,112150.0,27465.77,24596.64
330042,Bronx General Hospital 42,Bronx,NY,10451,470 - Major Joint Replacement w/o MCC,70,61296.3,9773.21,7955.17
330010,Ithaca General Hospital 10,Ithaca,NY,14850,439 - Disorders of Pancreas Except Malignancy w MCC,59,100715.56,36103.72,30688.54
330256,Newburgh General Hospital 256,Newburgh,NY,12550,684 - Renal Failure w/o CC/MCC,30,65185.29,24556.98,21726.59
330062,Troy General Hospital 62,Troy,NY,12180,249 - Perc Cardiovasc Proc w Non-Drug-Eluting Stent w MCC,42,48290.45,8911.0,7752.47
330119,Bay Shore General Hospital 119,Bay Shore,NY,11706,"282 - Acute Myocardial Infarction, Discharged Alive w/o CC/MCC",32,63494.06,19669.1,15379.9
330149,Jamaica General Hospital 149,Jamaica,NY,11432,639 - Diabetes w/o CC/MCC,84,23063.43,4453.41,3587.32
330005,Staten Island General Hospital 5,Staten Island,NY,10314,377 - Gastrointestinal Hemorrhage w MCC,71,35694.68,11135.77,9782.64
330172,Yonkers General Hospital 172,Yonkers,NY,10701,179 - Respiratory Infections & Inflammations w/o CC/MCC,92,19105.1,8322.31,7429.56
330077,Smithtown General Hospital 77,Smithtown,NY,11787,690 - Kidney & Urinary Tract Infections w/o MCC,27,38744.2,12645.62,10174.37
330253,New Rochelle General Hospital 253,New Rochelle,NY,10801,469 - Major Joint Replacement w MCC,70,120963.0,46745.37,37714.65
330265,Watertown General Hospital 265,Watertown,NY,13601,196 - Simple Pneumonia & Pleurisy w/o CC/MCC,66,100277.99,28496.47,23757.09
330248,Rochester General Hospital 248,Rochester,NY,14607,553 - Medical Back Problems w CC,18,34599.57,9759.8,8206.34
330232,Forest Hills General Hospital 232,Forest Hills,NY,11375,249 - Perc Cardiovasc Proc w Non-Drug-Eluting Stent w MCC,65,38937.45,11909.38,11371.72
330058,Garden City General Hospital 58,Garden City,NY,11530,640 - Nutritional & Misc Metabolic Disorders w MCC,80,119189.52,45744.74,40495.05
330181,Mount Kisco General Hospital 181,Mount Kisco,NY,10549,641 - Nutritional & Misc Metabolic Disorders w/o MCC,40,44529.66,14253.45,11320.45
330089,Syracuse General Hospital 89,Syracuse,NY,13210,247 - Perc Cardiovasc Proc w Drug-Eluting Stent w MCC or 4+ Vessels/Stents,89,102877.17,29994.13,25732.79
330082,Bronx General Hospital 82,Bronx,NY,10451,178 - Respiratory Infections & Inflammations w CC,50,94659.69,25453.53,20652.67
330083,Brooklyn General Hospital 83,Brooklyn,NY,11201,638 - Diabetes w CC,78,62478.62,22731.26,19420.1
330278,Huntington General Hospital 278,Huntington,NY,11743,603 - Cellulitis w/o MCC,87,35009.88,11055.2,9230.8
330189,Jamaica General Hospital 189,Jamaica,NY,11432,441 - Disorders of Pancreas Except Malignancy w/o CC/MCC,44,85867.02,38943.09,33934.92
330053,New Rochelle General Hospital 53,New Rochelle,NY,10801,683 - Renal Failure w CC,86,47286.54,9489.79,7959.72
330241,New York General Hospital 241,New York,NY,10001,178 - Respiratory Infections & Inflammations w CC,97,90467.78,28497.89,24601.11
330152,Forest Hills General Hospital 152,Forest Hills,NY,11375,331 - Major Small & Large Bowel Procedures w/o CC/MCC,46,73856.85,19647.48,17688.45
330085,Staten Island General Hospital 85,Staten Island,NY,10314,177 - Respiratory Infections & Inflammations w MCC,63,61610.24,12098.54,10310.16
330057,Riverhead General Hospital 57,Riverhead,NY,11901,"407 - Pancreas, Liver & Shunt Procedures w/o CC/MCC",76,30043.03,9296.93,7958.45
330149,Jamaica General Hospital 149,Jamaica,NY,11432,248 - Perc Cardiovasc Proc w Drug-Eluting Stent w/o MCC,77,108435.91,25884.49,24066.15
330141,Mount Kisco General Hospital 141,Mount Kisco,NY,10549,379 - Gastrointestinal Hemorrhage w/o CC/MCC,88,56563.35,19830.31,17367.97
330053,New Rochelle General Hospital 53,New Rochelle,NY,10801,250 - Perc Cardiovasc Proc w Non-Drug-Eluting Stent w/o MCC,59,29955.97,9541.25,7728.27
330065,Watertown General Hospital 65,Watertown,NY,13601,440 - Disorders of Pancreas Except Malignancy w CC,78,121219.24,28875.75,23352.12
